Positive, Negative, Index
5,93,0.05229
6,92,0.0627
7,91,0.07308
8,90,0.08346
9,89,0.09382
10,88,0.10417
11,87,0.1145
12,86,0.12483
13,85,0.13515
14,84,0.14545
15,83,0.15575
16,82,0.16604
17,81,0.17633
18,80,0.1866
19,79,0.19687
20,78,0.20713
21,77,0.21739
22,76,0.22764
23,75,0.23791
24,74,0.24818
25,73,0.25844
26,72,0.2687
27,71,0.27896
28,70,0.2892
29,69,0.29945
30,68,0.30969
31,67,0.31992
32,66,0.33015
33,65,0.34037
34,64,0.35059
35,63,0.36081
36,62,0.37102
37,61,0.38123
38,60,0.39143
39,59,0.40163
40,58,0.41185
41,57,0.42208
42,56,0.43231
43,55,0.44253
44,54,0.45275
45,53,0.46296
46,52,0.47317
47,51,0.48338
48,50,0.49358
49,49,0.50378
50,48,0.51397
51,47,0.52416
52,46,0.53435
53,45,0.54454
54,44,0.55473
55,43,0.56493
56,42,0.57512
57,41,0.58531
58,40,0.59549
59,39,0.60567
60,38,0.61585
61,37,0.62602
62,36,0.63619
63,35,0.64636
64,34,0.65652
65,33,0.66668
66,32,0.67683
67,31,0.68698
68,30,0.69713
69,29,0.70727
70,28,0.71741
71,27,0.72755
72,26,0.73768
73,25,0.74781
74,24,0.75794
75,23,0.76806
76,22,0.77818
77,21,0.78829
78,20,0.79841
79,19,0.80852
80,18,0.81862
81,17,0.82872
82,16,0.83882
83,15,0.84892
84,14,0.85901
85,13,0.8691
86,12,0.87919
87,11,0.88927
88,10,0.89935
89,9,0.90943
90,8,0.9195
91,7,0.92957
92,6,0.93964
93,5,0.94971
94,4,0.95977
95,3,0.96983
96,2,0.97989
97,1,0.98995
1,98,0.0103
2,97,0.02058
3,96,0.03086
4,95,0.04112
5,94,0.05138
6,93,0.06162
7,92,0.07186
8,91,0.08209
9,90,0.09231
10,89,0.10252
11,88,0.11273
12,87,0.12293
13,86,0.13312
14,85,0.14331
15,84,0.15349
16,83,0.16366
17,82,0.17383
18,81,0.184
19,80,0.19416
20,79,0.20432
21,78,0.21447
22,77,0.22462
23,76,0.23476
24,75,0.2449
25,74,0.25503
26,73,0.26517
27,72,0.27529
28,71,0.28542
29,70,0.29554
30,69,0.30566
31,68,0.31578
32,67,0.32589
33,66,0.336
34,65,0.34611
35,64,0.35621
36,63,0.36632
37,62,0.37644
38,61,0.38657
39,60,0.3967
40,59,0.40682
41,58,0.41694
42,57,0.42706
43,56,0.43717
44,55,0.44728
45,54,0.45739
46,53,0.4675
47,52,0.4776
48,51,0.48771
49,50,0.4978
50,49,0.5079
51,48,0.51799
52,47,0.52809
53,46,0.53817
54,45,0.54826
55,44,0.55835
56,43,0.56843
57,42,0.57851
58,41,0.58858
59,40,0.59866
60,39,0.60873
61,38,0.6188
62,37,0.62887
63,36,0.63893
64,35,0.64899
65,34,0.65905
66,33,0.66911
67,32,0.67917
68,31,0.68922
69,30,0.69928
70,29,0.70933
71,28,0.71937
72,27,0.72942
73,26,0.73946
74,25,0.74951
75,24,0.75955
76,23,0.76959
77,22,0.77962
78,21,0.78966
79,20,0.79969
80,19,0.80972
81,18,0.81975
82,17,0.82978
83,16,0.8398
84,15,0.84983
85,14,0.85985
86,13,0.86987
87,12,0.87989
88,11,0.88991
89,10,0.89992
90,9,0.90994
91,8,0.91995
92,7,0.92996
93,6,0.93997
94,5,0.94998
95,4,0.95999
96,3,0.96999
97,2,0.98
98,1,0.99
1,99,0.0101
2,98,0.02019
3,97,0.03028
4,96,0.04037
5,95,0.05045
6,94,0.06053
7,93,0.0706
8,92,0.08067
9,91,0.09074
10,90,0.10081
11,89,0.11087
12,88,0.12093
13,87,0.13099
14,86,0.14105
15,85,0.1511
16,84,0.16115
17,83,0.17119
18,82,0.18124
19,81,0.19128
20,80,0.20132
21,79,0.21136
22,78,0.22139
23,77,0.23143
24,76,0.24146
25,75,0.25149
26,74,0.26151
27,73,0.27154
28,72,0.28156
29,71,0.29158
30,70,0.3016
31,69,0.31162
32,68,0.32163
33,67,0.33165
34,66,0.34166
35,65,0.35167
36,64,0.36168
37,63,0.37168
38,62,0.38169
39,61,0.39169
40,60,0.4017
41,59,0.4117
42,58,0.4217
43,57,0.4317
44,56,0.44169
45,55,0.45169
46,54,0.46168
47,53,0.47168
48,52,0.48167
49,51,0.49166
50,50,0.50165
51,49,0.51164
52,48,0.52163
53,47,0.53161
54,46,0.5416
55,45,0.55158
56,44,0.56156
57,43,0.57155
58,42,0.58153
59,41,0.59151
60,40,0.60149
61,39,0.61146
62,38,0.62144
63,37,0.63142
64,36,0.64139
65,35,0.65137
66,34,0.66134
67,33,0.67131
68,32,0.68128
69,31,0.69125
70,30,0.70122
71,29,0.71119
72,28,0.72116
73,27,0.73113
74,26,0.74109
75,25,0.75106
76,24,0.76103
77,23,0.77099
78,22,0.78095
79,21,0.79092
80,20,0.80088
81,19,0.81084
82,18,0.8208
83,17,0.83076
84,16,0.84072
85,15,0.85068
86,14,0.86064
87,13,0.8706
88,12,0.88056
89,11,0.89051
90,10,0.90047
91,9,0.91042
92,8,0.92038
93,7,0.93033
94,6,0.94029
95,5,0.95024
96,4,0.96019
97,3,0.97015
98,2,0.9801
99,1,0.99005
1,100,0.0099
2,99,0.0198
3,98,0.0297
4,97,0.0396
5,96,0.0495
6,95,0.05941
7,94,0.06931
8,93,0.07921
9,92,0.08911
10,91,0.09901
11,90,0.10891
12,89,0.11881
13,88,0.12871
14,87,0.13861
15,86,0.14851
16,85,0.15842
17,84,0.16832
18,83,0.17822
19,82,0.18812
20,81,0.19802
21,80,0.20792
22,79,0.21782
23,78,0.22772
24,77,0.23762
25,76,0.24752
26,75,0.25743
27,74,0.26733
28,73,0.27723
29,72,0.28713
30,71,0.29703
31,70,0.30693
32,69,0.31683
33,68,0.32673
34,67,0.33663
35,66,0.34653
36,65,0.35644
37,64,0.36634
38,63,0.37624
39,62,0.38614
40,61,0.39604
41,60,0.40594
42,59,0.41584
43,58,0.42574
44,57,0.43564
45,56,0.44554
46,55,0.45545
47,54,0.46535
48,53,0.47525
49,52,0.48515
50,51,0.49505
51,50,0.50495
52,49,0.51485
53,48,0.52475
54,47,0.53465
55,46,0.54455
56,45,0.55446
57,44,0.56436
58,43,0.57426
59,42,0.58416
60,41,0.59406
61,40,0.60396
62,39,0.61386
63,38,0.62376
64,37,0.63366
65,36,0.64356
66,35,0.65347
67,34,0.66337
68,33,0.67327
69,32,0.68317
70,31,0.69307
71,30,0.70297
72,29,0.71287
73,28,0.72277
74,27,0.73267
75,26,0.74257
76,25,0.75248
77,24,0.76238
78,23,0.77228
79,22,0.78218
80,21,0.79208
81,20,0.80198
82,19,0.81188
83,18,0.82178
84,17,0.83168
85,16,0.84158
86,15,0.85149
87,14,0.86139
88,13,0.87129
89,12,0.88119
90,11,0.89109
91,10,0.90099
92,9,0.91089
93,8,0.92079
94,7,0.93069
95,6,0.94059
96,5,0.9505
97,4,0.9604
98,3,0.9703
99,2,0.9802
100,1,0.9901
